"Date","Day","Route","Time","Location","Incident","Direction","Vehicle","Delay"
2024-08-26,"Monday",95,"11:05:08","PARLIAMENT AND BLOOR","Vision","W",7555,0
2024-11-14,"Thursday",110,"20:44:19","FINCH STATION","Mechanical","E",5512,1
2024-10-09,"Wednesday",89,"08:55:22","KEELE AND GLENLAKE","Mechanical","N",9813,1
2024-09-22,"Sunday",92,"23:01:54","MAIN STATION","General Delay","N",6577,0
2024-11-02,"Saturday",97,"16:02:21","PARLIAMENT AND BLOOR","General Delay","S",7410,0
2024-06-04,"Tuesday",90,"03:06:26","BLOOR AND MANNING","Security","N",8293,0
2024-08-19,"Monday",104,"04:20:44","FINCH STATION","General Delay","N",6825,0
2024-05-10,"Friday",92,"19:47:05","FINCH STATION","Mechanical","N",7349,1
2024-11-19,"Tuesday",92,"21:01:21","KEELE AND GLENLAKE","Mechanical","N",6508,1
2024-01-07,"Sunday",114,"23:29:11","PARLIAMENT AND BLOOR","Mechanical","N",7095,1
2024-09-06,"Friday",115,"22:24:09","MAIN STATION","Vision","E",6908,0
2024-11-25,"Monday",95,"08:29:11","MAIN STATION","General Delay","S",8193,0
2024-06-30,"Sunday",112,"09:57:00","PARLIAMENT AND BLOOR","General Delay","S",6412,0
2024-03-03,"Sunday",114,"14:05:58","MAIN STATION","Mechanical","N",7907,1
2024-08-26,"Monday",106,"04:40:16","FINCH STATION","Security","N",5974,0
2024-02-04,"Sunday",109,"18:02:17","PARLIAMENT AND BLOOR","Mechanical","N",8017,1
2024-11-17,"Sunday",114,"00:01:28","BLOOR AND MANNING","Mechanical","E",6160,1
2024-05-29,"Wednesday",106,"17:10:25","PARLIAMENT AND BLOOR","Mechanical","N",6139,1
2024-04-19,"Friday",109,"11:16:47","BLOOR AND MANNING","Vision","W",6510,0
2024-10-19,"Saturday",100,"03:56:00","FINCH STATION","Security","S",6783,0
2024-01-01,"Monday",118,"20:10:15","KEELE AND GLENLAKE","Security","S",8054,0
2024-10-25,"Friday",103,"15:00:02","BLOOR AND MANNING","General Delay","N",7139,0
2024-06-08,"Saturday",98,"01:11:20","BLOOR AND MANNING","Mechanical","E",7901,1
2024-06-12,"Wednesday",105,"01:49:55","KEELE AND GLENLAKE","Mechanical","S",7253,1
2024-05-05,"Sunday",107,"03:34:16","MAIN STATION","Security","N",5992,0
2024-04-16,"Tuesday",97,"03:17:18","PARLIAMENT AND BLOOR","General Delay","N",7443,1
2024-12-30,"Monday",103,"05:23:13","KEELE AND GLENLAKE","General Delay","W",8611,1
2024-03-03,"Sunday",95,"20:27:46","BLOOR AND MANNING","Security","S",6670,1
2024-09-26,"Thursday",78,"03:09:02","KEELE AND GLENLAKE","Mechanical","N",8092,1
2024-03-07,"Thursday",102,"02:54:48","PARLIAMENT AND BLOOR","Vision","N",8730,0
2024-08-29,"Thursday",99,"14:18:08","KEELE AND GLENLAKE","Mechanical","N",6871,1
2024-02-21,"Wednesday",104,"16:58:50","FINCH STATION","Mechanical","N",7817,1
2024-11-04,"Monday",95,"02:14:54","FINCH STATION","Vision","S",7377,0
2024-02-10,"Saturday",84,"05:04:02","KEELE AND GLENLAKE","Security","W",7858,1
2024-03-04,"Monday",106,"09:24:46","BLOOR AND MANNING","Security","E",7493,0
2024-10-02,"Wednesday",102,"15:23:48","KEELE AND GLENLAKE","Vision","N",8132,0
2024-03-09,"Saturday",108,"09:40:59","FINCH STATION","Mechanical","N",6689,1
2024-07-13,"Saturday",97,"20:28:17","MAIN STATION","Security","N",7658,0
2024-11-19,"Tuesday",110,"09:12:20","BLOOR AND MANNING","Mechanical","E",6867,1
2024-09-30,"Monday",116,"08:29:08","BLOOR AND MANNING","Security","N",5917,0
2024-03-10,"Sunday",105,"18:33:06","KEELE AND GLENLAKE","General Delay","E",7395,0
2024-07-11,"Thursday",104,"01:29:02","MAIN STATION","Mechanical","E",8807,1
2024-12-05,"Thursday",98,"10:49:41","PARLIAMENT AND BLOOR","General Delay","N",7908,0
2024-06-26,"Wednesday",87,"08:10:33","MAIN STATION","Mechanical","N",7056,1
2024-03-13,"Wednesday",88,"06:10:19","BLOOR AND MANNING","Security","N",6548,0
2024-12-05,"Thursday",79,"20:21:29","PARLIAMENT AND BLOOR","General Delay","N",7507,0
2024-04-05,"Friday",104,"09:39:23","MAIN STATION","General Delay","N",7289,0
2024-04-30,"Tuesday",98,"04:19:06","KEELE AND GLENLAKE","Vision","N",7002,0
2024-04-30,"Tuesday",110,"06:40:25","KEELE AND GLENLAKE","Vision","N",8151,0
2024-06-22,"Saturday",102,"11:25:58","FINCH STATION","General Delay","N",6872,0
2024-02-10,"Saturday",91,"18:55:41","FINCH STATION","Mechanical","E",8355,1
2024-06-03,"Monday",100,"11:05:38","BLOOR AND MANNING","Mechanical","S",7388,1
2024-07-25,"Thursday",100,"20:57:43","PARLIAMENT AND BLOOR","Mechanical","S",6146,1
2024-03-25,"Monday",74,"11:46:15","FINCH STATION","Security","N",7946,0
2024-05-10,"Friday",99,"04:38:04","BLOOR AND MANNING","Vision","N",5917,0
2024-12-20,"Friday",107,"06:35:36","PARLIAMENT AND BLOOR","Mechanical","S",7206,1
2024-03-30,"Saturday",95,"01:49:12","PARLIAMENT AND BLOOR","Mechanical","N",6851,1
2024-03-10,"Sunday",87,"02:55:37","FINCH STATION","General Delay","E",6140,0
2024-12-16,"Monday",115,"03:39:26","FINCH STATION","Vision","N",6224,0
2024-05-12,"Sunday",105,"07:07:08","KEELE AND GLENLAKE","Security","N",8849,0
2024-01-14,"Sunday",81,"06:01:32","PARLIAMENT AND BLOOR","Mechanical","S",6097,1
2024-04-21,"Sunday",97,"20:28:52","KEELE AND GLENLAKE","Security","E",7324,1
2024-06-01,"Saturday",104,"15:29:08","BLOOR AND MANNING","General Delay","N",6682,0
2024-02-04,"Sunday",102,"12:30:04","MAIN STATION","General Delay","N",5646,0
2024-08-10,"Saturday",81,"20:09:48","MAIN STATION","General Delay","W",8729,0
2024-05-26,"Sunday",100,"04:46:34","FINCH STATION","Security","S",8033,0
2024-08-10,"Saturday",107,"06:02:39","PARLIAMENT AND BLOOR","Security","N",6258,0
2024-07-29,"Monday",103,"12:53:58","MAIN STATION","Security","E",6740,0
2024-06-01,"Saturday",124,"01:41:53","FINCH STATION","Security","N",4778,0
2024-09-08,"Sunday",98,"12:36:13","KEELE AND GLENLAKE","Security","N",7501,0
2024-12-30,"Monday",92,"16:35:10","PARLIAMENT AND BLOOR","Security","S",7001,0
2024-05-30,"Thursday",92,"13:05:58","FINCH STATION","Vision","E",7358,0
2024-10-07,"Monday",111,"00:32:41","FINCH STATION","Mechanical","W",5948,1
2024-03-10,"Sunday",102,"20:02:54","KEELE AND GLENLAKE","Vision","E",6614,0
2024-07-26,"Friday",103,"00:05:45","FINCH STATION","Security","E",8655,0
2024-01-23,"Tuesday",96,"06:43:32","PARLIAMENT AND BLOOR","Vision","S",7365,0
2024-09-19,"Thursday",92,"20:45:39","PARLIAMENT AND BLOOR","Mechanical","S",8100,1
2024-01-09,"Tuesday",109,"00:02:52","FINCH STATION","General Delay","S",8626,0
2024-03-18,"Monday",96,"20:52:40","KEELE AND GLENLAKE","Mechanical","N",6483,1
2024-02-02,"Friday",101,"07:29:58","BLOOR AND MANNING","Security","N",6055,0
2024-11-03,"Sunday",99,"08:20:29","MAIN STATION","Mechanical","N",4874,1
2024-03-24,"Sunday",88,"22:35:06","PARLIAMENT AND BLOOR","Vision","S",5904,0
2024-01-03,"Wednesday",99,"17:53:17","BLOOR AND MANNING","Security","N",8164,1
2024-06-16,"Sunday",84,"13:33:41","MAIN STATION","Security","E",5719,0
2024-08-30,"Friday",79,"10:04:54","PARLIAMENT AND BLOOR","Mechanical","S",6891,1
2024-11-01,"Friday",112,"02:20:55","MAIN STATION","Security","S",6227,0
2024-07-12,"Friday",96,"15:14:06","MAIN STATION","Security","N",7411,1
2024-02-05,"Monday",92,"03:46:13","MAIN STATION","Mechanical","W",5703,1
2024-12-06,"Friday",103,"06:49:59","KEELE AND GLENLAKE","Vision","N",8718,0
2024-03-26,"Tuesday",94,"07:30:38","MAIN STATION","Mechanical","W",4952,1
2024-08-23,"Friday",99,"21:35:04","FINCH STATION","Security","W",7540,0
2024-05-31,"Friday",101,"08:23:45","BLOOR AND MANNING","Mechanical","N",6390,1
2024-11-10,"Sunday",120,"09:01:46","FINCH STATION","Mechanical","N",5754,1
2024-06-23,"Sunday",90,"22:24:10","PARLIAMENT AND BLOOR","Mechanical","W",7570,1
2024-05-06,"Monday",86,"04:42:26","PARLIAMENT AND BLOOR","General Delay","E",7682,0
2024-08-08,"Thursday",90,"22:38:48","BLOOR AND MANNING","General Delay","S",6820,0
2024-03-23,"Saturday",107,"11:22:52","FINCH STATION","General Delay","S",5065,0
2024-08-08,"Thursday",97,"04:18:55","PARLIAMENT AND BLOOR","Security","N",5620,0
2024-10-27,"Sunday",93,"08:49:18","MAIN STATION","Mechanical","N",5857,1
2024-06-01,"Saturday",91,"07:23:46","MAIN STATION","Vision","N",7583,0
2024-10-16,"Wednesday",80,"19:56:24","MAIN STATION","Security","S",8766,0
2024-09-17,"Tuesday",107,"18:53:02","KEELE AND GLENLAKE","General Delay","N",7368,0
2024-12-02,"Monday",107,"19:16:46","BLOOR AND MANNING","Mechanical","N",7399,1
2024-12-11,"Wednesday",96,"06:21:32","MAIN STATION","Mechanical","N",6731,1
2024-01-06,"Saturday",87,"16:10:32","FINCH STATION","General Delay","N",7707,0
2024-04-15,"Monday",83,"06:31:29","KEELE AND GLENLAKE","Vision","N",6178,0
2024-09-07,"Saturday",101,"10:02:44","FINCH STATION","General Delay","E",6438,1
2024-07-09,"Tuesday",95,"19:15:25","FINCH STATION","Vision","E",7773,0
2024-06-23,"Sunday",92,"16:24:20","KEELE AND GLENLAKE","General Delay","W",6512,0
2024-03-18,"Monday",101,"02:33:15","FINCH STATION","General Delay","N",7102,0
2024-06-14,"Friday",89,"06:47:04","KEELE AND GLENLAKE","General Delay","E",8043,0
2024-11-25,"Monday",100,"11:16:13","KEELE AND GLENLAKE","Security","N",6553,0
2024-06-15,"Saturday",100,"03:07:48","FINCH STATION","General Delay","E",6639,0
2024-07-21,"Sunday",95,"15:21:30","PARLIAMENT AND BLOOR","Mechanical","N",8379,1
2024-07-10,"Wednesday",99,"11:25:22","BLOOR AND MANNING","General Delay","E",8541,0
2024-01-10,"Wednesday",131,"04:03:12","PARLIAMENT AND BLOOR","Vision","N",6661,0
2024-06-20,"Thursday",100,"09:08:59","KEELE AND GLENLAKE","Security","N",8231,0
2024-05-04,"Saturday",85,"21:19:48","PARLIAMENT AND BLOOR","General Delay","N",7953,0
2024-03-11,"Monday",119,"04:31:54","FINCH STATION","Security","S",8761,0
2024-11-18,"Monday",99,"00:50:54","FINCH STATION","Vision","N",7906,0
2024-07-25,"Thursday",115,"21:08:58","MAIN STATION","Mechanical","W",6799,1
2024-06-19,"Wednesday",99,"23:35:46","PARLIAMENT AND BLOOR","Security","N",7800,0
2024-05-29,"Wednesday",92,"18:11:12","KEELE AND GLENLAKE","Security","S",6122,0
2024-11-08,"Friday",86,"23:16:04","MAIN STATION","General Delay","N",7494,0
2024-12-19,"Thursday",113,"06:13:16","BLOOR AND MANNING","Mechanical","E",7730,1
2024-06-07,"Friday",109,"19:36:20","FINCH STATION","Security","W",6846,0
2024-04-04,"Thursday",105,"21:16:58","MAIN STATION","General Delay","W",8013,0
2024-04-16,"Tuesday",108,"09:46:57","FINCH STATION","Mechanical","N",5385,1
2024-09-23,"Monday",98,"21:45:30","BLOOR AND MANNING","Security","E",7862,0
2024-07-21,"Sunday",95,"13:35:18","PARLIAMENT AND BLOOR","Vision","E",7715,0
2024-01-27,"Saturday",105,"23:23:15","MAIN STATION","Security","N",6154,0
2024-08-15,"Thursday",101,"00:35:24","KEELE AND GLENLAKE","Mechanical","N",6838,1
2024-05-10,"Friday",87,"05:30:20","KEELE AND GLENLAKE","General Delay","N",7210,0
2024-05-21,"Tuesday",104,"18:54:09","PARLIAMENT AND BLOOR","Vision","N",7639,0
2024-08-29,"Thursday",109,"02:23:45","KEELE AND GLENLAKE","Security","N",5566,0
2024-06-25,"Tuesday",102,"13:14:52","FINCH STATION","General Delay","S",7215,0
2024-12-19,"Thursday",95,"23:20:43","PARLIAMENT AND BLOOR","Mechanical","E",7895,1
2024-01-15,"Monday",84,"12:52:27","KEELE AND GLENLAKE","Mechanical","E",6778,1
2024-07-13,"Saturday",107,"03:28:48","BLOOR AND MANNING","Vision","S",6147,0
2024-01-30,"Tuesday",106,"09:11:53","BLOOR AND MANNING","General Delay","W",7441,0
2024-10-09,"Wednesday",97,"12:30:18","PARLIAMENT AND BLOOR","Security","S",8228,0
2024-01-16,"Tuesday",84,"06:54:26","PARLIAMENT AND BLOOR","Security","N",6684,1
2024-09-19,"Thursday",93,"21:46:02","FINCH STATION","Vision","E",6294,0
2024-10-06,"Sunday",98,"01:12:49","PARLIAMENT AND BLOOR","Mechanical","N",6110,1
2024-05-29,"Wednesday",99,"06:32:39","BLOOR AND MANNING","Security","S",6562,1
2024-07-10,"Wednesday",114,"20:24:55","FINCH STATION","Vision","N",6065,0
2024-11-21,"Thursday",110,"10:17:51","MAIN STATION","Security","E",5834,0
2024-02-14,"Wednesday",102,"02:07:26","KEELE AND GLENLAKE","General Delay","N",7665,0
2024-10-07,"Monday",93,"20:45:23","KEELE AND GLENLAKE","Security","N",6918,0
2024-03-23,"Saturday",94,"12:00:30","BLOOR AND MANNING","Security","N",8904,0
2024-09-25,"Wednesday",75,"11:27:17","MAIN STATION","Security","E",7984,0
2024-01-12,"Friday",106,"07:39:41","PARLIAMENT AND BLOOR","Security","N",6614,0
2024-08-16,"Friday",101,"08:58:42","PARLIAMENT AND BLOOR","General Delay","N",5269,0
2024-04-21,"Sunday",102,"00:50:34","PARLIAMENT AND BLOOR","Mechanical","N",5207,1
2024-11-27,"Wednesday",109,"18:36:52","KEELE AND GLENLAKE","General Delay","E",5981,1
2024-04-12,"Friday",110,"00:13:02","BLOOR AND MANNING","Vision","N",7578,0
2024-04-28,"Sunday",87,"12:54:17","KEELE AND GLENLAKE","Mechanical","E",8398,1
2024-06-07,"Friday",89,"11:57:46","MAIN STATION","Security","N",6270,0
2024-06-30,"Sunday",112,"05:55:27","FINCH STATION","Security","N",7127,0
2024-08-20,"Tuesday",85,"10:25:50","MAIN STATION","Mechanical","S",9379,1
2024-09-09,"Monday",93,"04:38:25","PARLIAMENT AND BLOOR","General Delay","S",6522,0
2024-01-10,"Wednesday",96,"10:43:47","KEELE AND GLENLAKE","General Delay","N",6014,1
2024-01-07,"Sunday",94,"08:12:29","FINCH STATION","Vision","N",6554,0
2024-07-28,"Sunday",76,"01:14:52","KEELE AND GLENLAKE","Security","N",8064,0
2024-11-29,"Friday",89,"03:11:52","FINCH STATION","General Delay","S",6027,0
2024-06-28,"Friday",94,"18:12:33","BLOOR AND MANNING","Security","N",7623,0
2024-03-29,"Friday",115,"05:39:12","KEELE AND GLENLAKE","Mechanical","E",8535,1
2024-06-19,"Wednesday",105,"03:33:29","KEELE AND GLENLAKE","Vision","S",5388,0
2024-03-07,"Thursday",102,"04:12:57","PARLIAMENT AND BLOOR","General Delay","N",5950,0
2024-12-13,"Friday",107,"00:11:19","BLOOR AND MANNING","General Delay","N",7478,0
2024-01-17,"Wednesday",94,"06:14:13","FINCH STATION","Security","W",4959,0
2024-05-16,"Thursday",94,"02:11:10","MAIN STATION","Mechanical","N",6914,1
2024-05-20,"Monday",106,"13:34:43","KEELE AND GLENLAKE","Mechanical","E",8621,1
2024-07-19,"Friday",105,"06:29:14","FINCH STATION","General Delay","W",6456,0
2024-06-17,"Monday",99,"18:55:41","MAIN STATION","General Delay","S",6870,0
2024-03-20,"Wednesday",74,"23:45:41","KEELE AND GLENLAKE","Mechanical","W",7913,1
2024-11-27,"Wednesday",99,"19:14:10","FINCH STATION","General Delay","N",6470,0
2024-08-12,"Monday",88,"03:03:20","PARLIAMENT AND BLOOR","General Delay","W",7263,0
2024-11-20,"Wednesday",98,"21:38:46","PARLIAMENT AND BLOOR","Security","N",8075,0
2024-05-04,"Saturday",100,"21:34:01","BLOOR AND MANNING","Security","S",7249,0
2024-12-03,"Tuesday",89,"14:44:15","PARLIAMENT AND BLOOR","Security","E",6326,0
2024-05-18,"Saturday",85,"09:01:05","MAIN STATION","Mechanical","N",5045,1
2024-11-21,"Thursday",116,"05:34:28","MAIN STATION","General Delay","E",7280,0
2024-10-25,"Friday",100,"04:39:46","FINCH STATION","Security","N",8171,0
2024-08-26,"Monday",101,"11:07:21","FINCH STATION","Mechanical","N",6927,1
2024-09-30,"Monday",92,"19:49:15","MAIN STATION","Mechanical","S",6482,1
2024-11-01,"Friday",106,"15:33:53","PARLIAMENT AND BLOOR","Vision","S",6848,0
2024-04-07,"Sunday",97,"01:15:01","PARLIAMENT AND BLOOR","Security","N",8364,0
2024-12-21,"Saturday",78,"09:16:00","BLOOR AND MANNING","Security","S",7614,0
2024-05-18,"Saturday",103,"03:47:35","MAIN STATION","Mechanical","N",5627,1
2024-01-18,"Thursday",105,"14:03:30","PARLIAMENT AND BLOOR","Security","S",6984,0
2024-11-09,"Saturday",95,"02:36:34","BLOOR AND MANNING","General Delay","S",7532,0
2024-08-31,"Saturday",115,"23:57:34","KEELE AND GLENLAKE","Vision","N",8716,1
2024-01-24,"Wednesday",116,"12:39:13","FINCH STATION","Security","N",6289,0
2024-03-22,"Friday",78,"02:07:26","KEELE AND GLENLAKE","Vision","E",6950,0
2024-07-29,"Monday",100,"12:42:13","BLOOR AND MANNING","General Delay","N",7198,0
2024-04-17,"Wednesday",107,"14:20:12","MAIN STATION","Mechanical","N",9254,1
2024-12-06,"Friday",112,"05:54:18","PARLIAMENT AND BLOOR","Mechanical","W",8074,1
2024-11-02,"Saturday",101,"19:12:02","MAIN STATION","Mechanical","E",6853,1
2024-03-04,"Monday",106,"11:02:05","BLOOR AND MANNING","Security","S",7763,1
2024-12-28,"Saturday",103,"06:20:15","KEELE AND GLENLAKE","Mechanical","E",4957,1
2024-12-10,"Tuesday",92,"06:53:13","PARLIAMENT AND BLOOR","Mechanical","N",7459,1
2024-01-31,"Wednesday",85,"06:08:56","FINCH STATION","Vision","N",7314,0
2024-08-22,"Thursday",95,"15:03:38","PARLIAMENT AND BLOOR","Vision","S",8146,0
2024-08-21,"Wednesday",91,"19:52:19","MAIN STATION","Mechanical","N",7884,1
2024-04-15,"Monday",91,"16:31:21","PARLIAMENT AND BLOOR","General Delay","N",6857,0
2024-10-29,"Tuesday",94,"12:17:32","PARLIAMENT AND BLOOR","General Delay","W",8050,0
2024-05-09,"Thursday",95,"19:06:48","PARLIAMENT AND BLOOR","Mechanical","S",5749,1
2024-06-26,"Wednesday",105,"00:17:08","KEELE AND GLENLAKE","General Delay","E",6041,0
2024-05-17,"Friday",98,"04:00:21","PARLIAMENT AND BLOOR","Security","N",7046,0
2024-02-07,"Wednesday",98,"12:11:03","FINCH STATION","Vision","E",6570,0
2024-06-17,"Monday",104,"15:30:43","FINCH STATION","Security","S",7588,0
2024-12-04,"Wednesday",108,"09:32:43","FINCH STATION","Mechanical","S",5713,1
2024-04-02,"Tuesday",109,"06:50:20","MAIN STATION","Security","N",6676,0
2024-07-03,"Wednesday",101,"16:43:08","BLOOR AND MANNING","Security","N",6106,0
2024-06-16,"Sunday",96,"18:46:56","FINCH STATION","Vision","N",7447,0
2024-11-29,"Friday",100,"01:17:32","FINCH STATION","General Delay","S",7116,0
2024-03-14,"Thursday",104,"18:01:12","BLOOR AND MANNING","General Delay","N",4872,0
2024-04-08,"Monday",90,"09:51:58","KEELE AND GLENLAKE","Vision","S",7506,0
2024-09-04,"Wednesday",95,"12:40:07","KEELE AND GLENLAKE","Vision","S",7707,0
2024-08-16,"Friday",91,"10:53:41","MAIN STATION","Mechanical","S",7436,1
2024-07-22,"Monday",98,"16:04:06","KEELE AND GLENLAKE","Security","N",8700,0
2024-03-05,"Tuesday",95,"04:52:53","MAIN STATION","Mechanical","N",5664,1
2024-05-24,"Friday",102,"00:30:08","MAIN STATION","Security","S",5410,0
2024-01-15,"Monday",109,"17:40:01","MAIN STATION","Mechanical","S",6409,1
2024-07-29,"Monday",104,"03:56:42","MAIN STATION","Vision","N",6810,0
2024-03-16,"Saturday",82,"23:06:47","BLOOR AND MANNING","Security","E",8161,0
2024-04-12,"Friday",104,"06:41:46","MAIN STATION","General Delay","N",6377,0
2024-02-16,"Friday",107,"17:00:27","MAIN STATION","Vision","N",6396,0
2024-06-03,"Monday",117,"04:54:16","FINCH STATION","Vision","S",5784,1
2024-04-04,"Thursday",93,"19:02:54","PARLIAMENT AND BLOOR","Mechanical","W",7838,1
2024-06-16,"Sunday",84,"19:08:35","BLOOR AND MANNING","Mechanical","S",5250,1
2024-07-14,"Sunday",90,"03:56:03","BLOOR AND MANNING","Mechanical","N",6843,1
2024-08-12,"Monday",105,"05:30:22","BLOOR AND MANNING","Vision","N",6363,1
2024-09-29,"Sunday",113,"17:26:43","KEELE AND GLENLAKE","Vision","E",8444,0
2024-01-08,"Monday",103,"23:45:00","PARLIAMENT AND BLOOR","Vision","E",7589,0
2024-05-27,"Monday",104,"17:11:52","BLOOR AND MANNING","General Delay","N",6478,0
2024-12-16,"Monday",108,"05:40:48","BLOOR AND MANNING","Vision","E",7937,0
2024-02-16,"Friday",115,"01:56:05","KEELE AND GLENLAKE","General Delay","N",7155,1
2024-11-14,"Thursday",99,"17:24:11","MAIN STATION","Mechanical","W",5040,1
2024-02-20,"Tuesday",98,"11:02:50","FINCH STATION","Vision","N",5919,1
2024-02-11,"Sunday",94,"16:17:17","KEELE AND GLENLAKE","General Delay","N",7457,0
2024-07-28,"Sunday",94,"03:32:29","BLOOR AND MANNING","Security","E",6642,0
2024-11-09,"Saturday",99,"22:51:42","BLOOR AND MANNING","Mechanical","E",6761,1
2024-12-22,"Sunday",104,"03:48:34","PARLIAMENT AND BLOOR","Security","S",6378,0
2024-12-09,"Monday",88,"04:56:04","MAIN STATION","Mechanical","W",6298,1
2024-04-10,"Wednesday",92,"10:58:09","MAIN STATION","Security","S",6405,0
2024-07-20,"Saturday",89,"00:02:46","MAIN STATION","General Delay","S",7574,0
2024-01-11,"Thursday",88,"06:24:33","BLOOR AND MANNING","Security","S",7482,0
2024-07-28,"Sunday",104,"22:52:43","KEELE AND GLENLAKE","Security","W",9034,0
2024-03-03,"Sunday",107,"19:24:10","MAIN STATION","Mechanical","S",5470,1
2024-03-23,"Saturday",99,"00:46:48","FINCH STATION","General Delay","S",6414,1
2024-12-04,"Wednesday",102,"10:39:18","PARLIAMENT AND BLOOR","Vision","S",7350,0
2024-04-13,"Saturday",106,"10:49:51","FINCH STATION","Mechanical","E",7939,1
2024-09-03,"Tuesday",105,"01:02:29","FINCH STATION","Security","N",6763,0
2024-07-02,"Tuesday",110,"16:14:39","FINCH STATION","Vision","S",6023,0
2024-07-21,"Sunday",122,"05:16:17","BLOOR AND MANNING","Mechanical","N",7447,1
2024-10-25,"Friday",119,"14:58:01","MAIN STATION","General Delay","W",6790,0
2024-09-01,"Sunday",110,"02:11:47","KEELE AND GLENLAKE","Security","S",5831,0
2024-02-02,"Friday",107,"17:29:23","FINCH STATION","Security","S",5871,0
2024-10-28,"Monday",92,"05:45:39","KEELE AND GLENLAKE","Security","S",7701,0
2024-11-04,"Monday",91,"18:16:55","BLOOR AND MANNING","Security","N",5471,0
2024-12-26,"Thursday",96,"05:05:45","PARLIAMENT AND BLOOR","Mechanical","S",6438,1
2024-09-03,"Tuesday",100,"12:53:13","FINCH STATION","Mechanical","N",6771,1
2024-11-15,"Friday",99,"15:07:39","KEELE AND GLENLAKE","General Delay","S",6500,1
2024-07-16,"Tuesday",117,"20:38:45","PARLIAMENT AND BLOOR","General Delay","N",6886,0
2024-01-17,"Wednesday",112,"06:52:26","FINCH STATION","Vision","S",7307,0
2024-08-21,"Wednesday",96,"22:48:05","PARLIAMENT AND BLOOR","General Delay","S",8075,1
2024-06-23,"Sunday",122,"02:35:13","BLOOR AND MANNING","General Delay","N",7485,0
